,group,variable,value,color,text,cnp,mobile_text
209,Laurentides,  2282 Agents de soutien aux utilisateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2282,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les agents de soutien aux utilisateurs.
210,Laurentides,  2283 Évaluateurs de systèmes informatiques,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2283,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les évaluateurs de systèmes informatiques.
211,Laurentides,"  5121 Auteurs, rédacteurs et écrivains",0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,5121,"Les auteurs, rédacteurs et écrivains n'ont pas été <br>l'objet d'un diagnostic dans la région."
212,Laurentides,  5223 Techniciens en graphisme,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5223,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en graphisme.
213,Laurentides,  5241 Designers graphiques et illustrateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les designers graphiques et illustrateurs.
214,Laurentides,  7202 Entrepreneurs et contremaîtres en électricité et en télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7202,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les entrepreneurs et contremaîtres en électricité et en télécommunications.
215,Laurentides,  7245 Monteurs de lignes et de câbles de télécommunications,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,7245,Les monteurs de lignes et de câbles de télécommunications n'ont pas été <br>l'objet d'un diagnostic dans la région.
216,Laurentides,  7246 Installateurs et réparateurs de matériel de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7246,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les installateurs et réparateurs de matériel de télécommunications.
217,Laurentides,  7247 Techniciens en montage et en entretien d'installations de câblodistribution,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,7247,Les techniciens en montage et en entretien d'installations de câblodistribution n'ont pas été <br>l'objet d'un diagnostic dans la région.
218,Laurentides,  9222 Surveillants dans la fabrication de matériel électronique,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,9222,Les surveillants dans la fabrication de matériel électronique n'ont pas été <br>l'objet d'un diagnostic dans la région.
219,Laurentides,"  9523 Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9523,"Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique."
220,Laval,  0131 Directeurs d'entreprises de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,131,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les directeurs d'entreprises de télécommunications.
221,Laval,  0213 Gestionnaires des systèmes informatiques,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,213,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les gestionnaires des systèmes informatiques.
222,Laval,  2133 Ingénieurs électriciens et électroniciens,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2133,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs électriciens et électroniciens.
223,Laval,  2147 Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2147,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel).
224,Laval,  2171 Analystes et consultants en informatique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2171,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les analystes et consultants en informatique
225,Laval,  2172 Analystes de bases de données et administrateurs de données,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2172,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les analystes de bases de données et administrateurs de données.
226,Laval,  2173 Ingénieurs et concepteurs en logiciel,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2173,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs et concepteurs en logiciel
227,Laval,  2174 Programmeurs et développeurs en médias interactifs,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2174,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les programmeurs et développeurs en médias interactifs
228,Laval,  2175 Concepteurs et développeurs Web,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2175,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les concepteurs et développeurs web.
229,Laval,  2241 Technologues et techniciens en génie électronique et électrique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les technologues et techniciens en génie électronique et électrique.
230,Laval,  2281 Techniciens de réseau informatique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2281,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens de réseau informatique.
231,Laval,  2282 Agents de soutien aux utilisateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2282,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les agents de soutien aux utilisateurs.
232,Laval,  2283 Évaluateurs de systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2283,Les évaluateurs de systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
233,Laval,"  5121 Auteurs, rédacteurs et écrivains",0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,5121,"Les auteurs, rédacteurs et écrivains n'ont pas été <br>l'objet d'un diagnostic dans la région."
234,Laval,  5223 Techniciens en graphisme,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5223,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en graphisme.
235,Laval,  5241 Designers graphiques et illustrateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les designers graphiques et illustrateurs.
236,Laval,  7202 Entrepreneurs et contremaîtres en électricité et en télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7202,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les entrepreneurs et contremaîtres en électricité et en télécommunications.
237,Laval,  7245 Monteurs de lignes et de câbles de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7245,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les monteurs de lignes et de câbles de télécommunications.
238,Laval,  7246 Installateurs et réparateurs de matériel de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7246,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les installateurs et réparateurs de matériel de télécommunications.
239,Laval,  7247 Techniciens en montage et en entretien d'installations de câblodistribution,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7247,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en montage et en entretien d'installations de câblodistribution.
240,Laval,  9222 Surveillants dans la fabrication de matériel électronique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9222,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les surveillants dans la fabrication de matériel électronique.
241,Laval,"  9523 Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9523,"Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique."
242,Mauricie,  0131 Directeurs d'entreprises de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,131,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les directeurs d'entreprises de télécommunications.
243,Mauricie,  0213 Gestionnaires des systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,213,Les gestionnaires des systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
244,Mauricie,  2133 Ingénieurs électriciens et électroniciens,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2133,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs électriciens et électroniciens.
245,Mauricie,  2147 Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2147,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel).
246,Mauricie,  2171 Analystes et consultants en informatique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2171,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les analystes et consultants en informatique
247,Mauricie,  2172 Analystes de bases de données et administrateurs de données,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2172,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les analystes de bases de données et administrateurs de données.
248,Mauricie,  2173 Ingénieurs et concepteurs en logiciel,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2173,Les ingénieurs et concepteurs en logiciel n'ont pas été <br>l'objet d'un diagnostic dans la région.
249,Mauricie,  2174 Programmeurs et développeurs en médias interactifs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2174,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les programmeurs et développeurs en médias interactifs.
250,Mauricie,  2175 Concepteurs et développeurs Web,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2175,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les concepteurs et développeurs web
251,Mauricie,  2241 Technologues et techniciens en génie électronique et électrique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les technologues et techniciens en génie électronique et électrique.
252,Mauricie,  2281 Techniciens de réseau informatique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2281,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens de réseau informatique.
253,Mauricie,  2282 Agents de soutien aux utilisateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2282,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les agents de soutien aux utilisateurs.
254,Mauricie,  2283 Évaluateurs de systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2283,Les évaluateurs de systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
255,Mauricie,"  5121 Auteurs, rédacteurs et écrivains",0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,5121,"Les auteurs, rédacteurs et écrivains n'ont pas été <br>l'objet d'un diagnostic dans la région."
256,Mauricie,  5223 Techniciens en graphisme,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5223,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en graphisme.
257,Mauricie,  5241 Designers graphiques et illustrateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les designers graphiques et illustrateurs.
258,Mauricie,  7202 Entrepreneurs et contremaîtres en électricité et en télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7202,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les entrepreneurs et contremaîtres en électricité et en télécommunications.
259,Mauricie,  7245 Monteurs de lignes et de câbles de télécommunications,33,Yellow,Un surplus de main-d'oeuvre est prévu <br>dans la région pour cette profession,7245,Un surplus de main-d'oeuvre est prévu <br>dans la région pour les monteurs de lignes et de câbles de télécommunications
260,Mauricie,  7246 Installateurs et réparateurs de matériel de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7246,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les installateurs et réparateurs de matériel de télécommunications.
261,Mauricie,  7247 Techniciens en montage et en entretien d'installations de câblodistribution,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7247,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en montage et en entretien d'installations de câblodistribution.
262,Mauricie,  9222 Surveillants dans la fabrication de matériel électronique,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,9222,Les surveillants dans la fabrication de matériel électronique n'ont pas été <br>l'objet d'un diagnostic dans la région.
263,Mauricie,"  9523 Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9523,"Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique."
264,Montérégie,  0131 Directeurs d'entreprises de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,131,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les directeurs d'entreprises de télécommunications.
265,Montérégie,  0213 Gestionnaires des systèmes informatiques,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,213,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les gestionnaires des systèmes informatiques
266,Montérégie,  2133 Ingénieurs électriciens et électroniciens,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2133,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs électriciens et électroniciens
267,Montérégie,  2147 Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2147,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel).
268,Montérégie,  2171 Analystes et consultants en informatique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2171,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les analystes et consultants en informatique.
269,Montérégie,  2172 Analystes de bases de données et administrateurs de données,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2172,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les analystes de bases de données et administrateurs de données.
270,Montérégie,  2173 Ingénieurs et concepteurs en logiciel,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2173,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs et concepteurs en logiciel.
271,Montérégie,  2174 Programmeurs et développeurs en médias interactifs,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2174,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les programmeurs et développeurs en médias interactifs
272,Montérégie,  2175 Concepteurs et développeurs Web,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2175,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les concepteurs et développeurs web.
273,Montérégie,  2241 Technologues et techniciens en génie électronique et électrique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les technologues et techniciens en génie électronique et électrique.
274,Montérégie,  2281 Techniciens de réseau informatique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2281,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les techniciens de réseau informatique
275,Montérégie,  2282 Agents de soutien aux utilisateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2282,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les agents de soutien aux utilisateurs.
276,Montérégie,  2283 Évaluateurs de systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2283,Les évaluateurs de systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
277,Montérégie,"  5121 Auteurs, rédacteurs et écrivains",0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,5121,"Les auteurs, rédacteurs et écrivains n'ont pas été <br>l'objet d'un diagnostic dans la région."
278,Montérégie,  5223 Techniciens en graphisme,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,5223,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les techniciens en graphisme
279,Montérégie,  5241 Designers graphiques et illustrateurs,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,5241,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les designers graphiques et illustrateurs
280,Montérégie,  7202 Entrepreneurs et contremaîtres en électricité et en télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7202,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les entrepreneurs et contremaîtres en électricité et en télécommunications.
281,Montérégie,  7245 Monteurs de lignes et de câbles de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7245,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les monteurs de lignes et de câbles de télécommunications.
282,Montérégie,  7246 Installateurs et réparateurs de matériel de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7246,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les installateurs et réparateurs de matériel de télécommunications.
283,Montérégie,  7247 Techniciens en montage et en entretien d'installations de câblodistribution,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,7247,Les techniciens en montage et en entretien d'installations de câblodistribution n'ont pas été <br>l'objet d'un diagnostic dans la région.
284,Montérégie,  9222 Surveillants dans la fabrication de matériel électronique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9222,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les surveillants dans la fabrication de matériel électronique.
285,Montérégie,"  9523 Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9523,"Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique."
286,Montréal,  0131 Directeurs d'entreprises de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,131,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les directeurs d'entreprises de télécommunications.
287,Montréal,  0213 Gestionnaires des systèmes informatiques,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,213,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les gestionnaires des systèmes informatiques
288,Montréal,  2133 Ingénieurs électriciens et électroniciens,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2133,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs électriciens et électroniciens.
289,Montréal,  2147 Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2147,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel).
290,Montréal,  2171 Analystes et consultants en informatique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2171,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les analystes et consultants en informatique
291,Montréal,  2172 Analystes de bases de données et administrateurs de données,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2172,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les analystes de bases de données et administrateurs de données.
292,Montréal,  2173 Ingénieurs et concepteurs en logiciel,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2173,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs et concepteurs en logiciel
293,Montréal,  2174 Programmeurs et développeurs en médias interactifs,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2174,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les programmeurs et développeurs en médias interactifs
294,Montréal,  2175 Concepteurs et développeurs Web,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2175,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les concepteurs et développeurs web.
295,Montréal,  2241 Technologues et techniciens en génie électronique et électrique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les technologues et techniciens en génie électronique et électrique.
296,Montréal,  2281 Techniciens de réseau informatique,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2281,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens de réseau informatique.
297,Montréal,  2282 Agents de soutien aux utilisateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2282,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les agents de soutien aux utilisateurs.
298,Montréal,  2283 Évaluateurs de systèmes informatiques,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2283,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les évaluateurs de systèmes informatiques.
299,Montréal,"  5121 Auteurs, rédacteurs et écrivains",0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,5121,"Les auteurs, rédacteurs et écrivains n'ont pas été <br>l'objet d'un diagnostic dans la région."
300,Montréal,  5223 Techniciens en graphisme,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5223,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en graphisme.
301,Montréal,  5241 Designers graphiques et illustrateurs,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,5241,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les designers graphiques et illustrateurs.
302,Montréal,  7202 Entrepreneurs et contremaîtres en électricité et en télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7202,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les entrepreneurs et contremaîtres en électricité et en télécommunications.
303,Montréal,  7245 Monteurs de lignes et de câbles de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7245,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les monteurs de lignes et de câbles de télécommunications.
304,Montréal,  7246 Installateurs et réparateurs de matériel de télécommunications,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7246,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les installateurs et réparateurs de matériel de télécommunications.
305,Montréal,  7247 Techniciens en montage et en entretien d'installations de câblodistribution,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,7247,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les techniciens en montage et en entretien d'installations de câblodistribution.
306,Montréal,  9222 Surveillants dans la fabrication de matériel électronique,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,9222,Les surveillants dans la fabrication de matériel électronique n'ont pas été <br>l'objet d'un diagnostic dans la région.
307,Montréal,"  9523 Assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique",66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,9523,"Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les assembleurs, monteurs, contrôleurs et vérificateurs de matériel électronique."
308,Nord-du-Québec,  0131 Directeurs d'entreprises de télécommunications,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,131,Les directeurs d'entreprises de télécommunications n'ont pas été <br>l'objet d'un diagnostic dans la région.
309,Nord-du-Québec,  0213 Gestionnaires des systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,213,Les gestionnaires des systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
310,Nord-du-Québec,  2133 Ingénieurs électriciens et électroniciens,66,LimeGreen,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour cette profession.,2133,Un équilibre de main-d'oeuvre est prévu <br>dans la région pour les ingénieurs électriciens et électroniciens.
311,Nord-du-Québec,  2147 Ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel),0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2147,Les ingénieurs informaticiens (sauf ingénieurs et concepteurs en logiciel) n'ont pas été <br>l'objet d'un diagnostic dans la région.
312,Nord-du-Québec,  2171 Analystes et consultants en informatique,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2171,Les analystes et consultants en informatique n'ont pas été <br>l'objet d'un diagnostic dans la région.
313,Nord-du-Québec,  2172 Analystes de bases de données et administrateurs de données,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2172,Les analystes de bases de données et administrateurs de données n'ont pas été <br>l'objet d'un diagnostic dans la région.
314,Nord-du-Québec,  2173 Ingénieurs et concepteurs en logiciel,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2173,Les ingénieurs et concepteurs en logiciel n'ont pas été <br>l'objet d'un diagnostic dans la région.
315,Nord-du-Québec,  2174 Programmeurs et développeurs en médias interactifs,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2174,Les programmeurs et développeurs en médias interactifs n'ont pas été <br>l'objet d'un diagnostic dans la région.
316,Nord-du-Québec,  2175 Concepteurs et développeurs Web,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2175,Les concepteurs et développeurs web n'ont pas été <br>l'objet d'un diagnostic dans la région.
317,Nord-du-Québec,  2241 Technologues et techniciens en génie électronique et électrique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2241,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les technologues et techniciens en génie électronique et électrique
318,Nord-du-Québec,  2281 Techniciens de réseau informatique,100,Red,Un déficit de main-d'oeuvre est prévu <br>dans la région pour cette profession,2281,Un déficit de main-d'oeuvre est prévu <br>dans la région pour les techniciens de réseau informatique
319,Nord-du-Québec,  2282 Agents de soutien aux utilisateurs,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2282,Les agents de soutien aux utilisateurs n'ont pas été <br>l'objet d'un diagnostic dans la région.
320,Nord-du-Québec,  2283 Évaluateurs de systèmes informatiques,0,LightGray,Cette profession n'a pas été <br>l'objet d'un diagnostic dans la région,2283,Les évaluateurs de systèmes informatiques n'ont pas été <br>l'objet d'un diagnostic dans la région.
